index,premise,hypothesis,concatenation_spectral_k2,concatenation_gmm_k2,concatenation_hierarchical_k2,concatenation_spectral_k3,concatenation_gmm_k3,concatenation_hierarchical_k3,concatenation_spectral_k4,concatenation_gmm_k4,concatenation_hierarchical_k4,concatenation_spectral_k5,concatenation_gmm_k5,concatenation_hierarchical_k5,concatenation_spectral_k10,concatenation_gmm_k10,concatenation_hierarchical_k10,semantic_coherence_spectral_k2,semantic_coherence_gmm_k2,semantic_coherence_hierarchical_k2,semantic_coherence_spectral_k3,semantic_coherence_gmm_k3,semantic_coherence_hierarchical_k3,semantic_coherence_spectral_k4,semantic_coherence_gmm_k4,semantic_coherence_hierarchical_k4,semantic_coherence_spectral_k5,semantic_coherence_gmm_k5,semantic_coherence_hierarchical_k5,semantic_coherence_spectral_k10,semantic_coherence_gmm_k10,semantic_coherence_hierarchical_k10
1616,A young smiling girl wearing yellow in a crowd.,a girl sleeping on a couch,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,2,0,0,2,0,0,4,0,6,2,6
1617,A blond woman in a black dress is conversing with a woman who is wearing a red tie.,Some people are on Mars.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,0,1,0,4,4,7,8,4
1618,This image with chairs is very blurry.,This image with tables is very blurry.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1619,Factory workers are steadily completing their jobs.,Factory workers are clocking out for the day.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1620,Shirtless men hike through a canyon.,Man sits near a canyon.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,3,2,0,3,2,1,3,2
1621,A woman wears a red dress and a black mask while people dance behind her.,A woman with her face painted like a clown dances in a T-shirt and jeans.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,0,2,1,3,2
1622,A woman dressed in all white and heels is walking in front of a wall with a mural on it.,A woman is sitting on a wall.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1623,A couple with sunglasses are laying on the beach.,A couple are eating dinner at a restaurant.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
1624,Two boys are fooling around with pillows.,There is only one boy.,0,0,1,2,0,0,2,0,1,4,2,4,0,2,8,0,0,0,0,0,0,0,0,0,0,3,1,0,3,7
1625,"Two men, without any shirts on, are playing table tennis",A child is climbing a tree.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1626,A young boy is asleep at a table with his face on a plate.,The boy is laying in his bed.,0,1,0,1,1,1,2,1,0,4,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
1627,The man is shooting video of another writing on a pole.,There men are playing baseball.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1628,A large crowd standing in front of a very large painting.,A crowd has set fire to a painting and run away.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,3,2,0,3,2,1,3,2
1629,A girl with long pigtails and a barbie bag touching the orange poles along with other little girls wearing a white shirt and blue shorts.,Girls are sitting in a library holding books.,0,0,0,2,0,1,2,0,0,4,2,1,2,7,6,0,0,0,0,0,2,0,0,2,0,0,2,6,5,2
1630,"Asian boy in orange, white, and black coat celebrating St. Patrick's day with a soda and green balloon.",A boy dressed in all black is hanging from a jungle gym.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
1631,A person crouches over bags of supplies on the street in front of a steel door.,The person is kneeling to pray in church.,0,1,0,1,1,2,1,1,2,0,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0
1632,Three females jog together along a crowded stone sidewalk.,The females are on fire.,0,0,0,2,0,2,0,0,2,2,0,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
1633,A fat bald man is sleeping on the shoulder of another fat bald man.,A man is sleeping on the head of a woman.,0,1,0,1,1,2,1,1,2,0,1,2,1,8,1,0,1,0,0,1,2,0,3,2,0,0,2,7,0,2
1634,Two men in long-sleeved clothing are playing Frisbee in a park.,The men are swimming across the ocean.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1635,A group of people are watching a statue being erected.,A group of people watching the Yankees play baseball,0,0,0,2,0,2,0,0,2,2,0,2,9,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
1636,A woman is sitting on some steps and relaxing with her eyes closed.,She is lying on the massage table,0,1,0,1,2,1,1,3,0,0,3,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
1637,Man in an orange shirt with tattoos walking two large poodles.,There is a man sitting on his couch.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1638,One woman sits on a outcropping of rock while one takes a picture and the third looks down.,All of the women are taking pictures.,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1639,A hand holding a nail file files someone's nail over a peach towel.,Someone is breaking nails.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
1640,A man in a black T-shirt sings while his band plays.,A woman plays the cello for a small crowd.,0,1,0,2,2,2,0,3,2,2,3,2,6,4,4,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1641,Two fashionably dressed young ladies sit back to back on a wall in a city park watching people around them.,The women are wearing rags.,0,0,0,2,0,1,0,0,0,2,0,1,2,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
1642,"Two young ladies, one blond talking on the cellphone, one brunette texting, are walking on the summer street.",Two young ladies are swimming in the ocean.,0,0,0,2,0,1,0,0,0,2,0,1,9,9,5,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1643,Old man in wheelchair with a monk in red robes.,the man went skiing,0,1,0,1,1,1,1,1,0,0,1,0,8,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
1644,A woman and three children walk on the beach in a line.,There is a group of men playing golf.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,7,0,0,0,0,2,0,0,2,0,0,4,0,1,2,8
1645,Two young girls in a lake talking to each other.,Girls talking in a pool.,0,0,0,2,0,1,0,0,0,2,0,1,9,7,6,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1646,A family portrait taken underneath a white canopy.,The family hasn't seen each other for decades.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8
1647,A worker in a bright orange uniform is cleaning up the mess on the street while a small boy in red pants walks by.,A worker is napping indoors,0,1,0,1,1,1,1,1,0,0,1,0,1,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1648,A boy wearing sunglasses on his forehead and a woman wearing sunglasses on her eyes are staring.,The brother and sister dance on the sun.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1649,A skier in a bright green jacket sliding downhill.,This person is having a cake at his moms house,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1650,Two boys prepare a small sailboat as two girls watch them from the beach.,Two girls prepare a small sailboat as two boys watch them from the beach.,0,0,0,2,0,2,0,0,2,2,2,2,9,7,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1651,Man sitting on a chair in the fields carving a statute supported by a tree trunk.,A man is drawing a picture supported by a tree trunk.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
1652,"Two men, wearing hard hats and blue and yellow coats stand in front of a large machine and smile.",The men are practicing interpretive dance.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,2,0,0,0,0,0,4,0,1,8,0
1653,A picture of a guy walking some dogs.,The guy is running away from a pack of dogs.,0,1,1,1,1,0,1,2,3,0,1,3,1,8,3,0,0,1,0,0,1,0,0,1,0,0,4,1,5,4
1654,"Two men stand in a basement workshop, looking at each other.",A man with pimples singing.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1655,Two male tennis players conversing across the net on an outdoor court,two men are hiking in the snow,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1656,A surfer on a wave with two others in the background.,A surfer is drowning,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,0,2,0,3,2,0,3,2,1,3,2
1657,"From inside building, view of man washing window with tool.",A man is destroying a city.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1658,A man is taking a picture at a golf course.,A man is sleeping on the golf course.,0,1,0,1,1,2,1,1,2,0,1,2,1,8,7,0,1,0,0,1,2,0,1,2,0,2,2,7,1,2
1659,Boats docked at a pier which has three men and a lone palm tree.,Three boys are taking their boat out on the water.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
1660,A bike riding couple dressed in bike gear and helmets take a minute to site on a bench to talk and park their bikes.,A couple is watching tv,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
1661,A man with close-cut hair wearing a plaid shirt is pointing to a screen that has words projected on it.,The shirt is solid color,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,1,0
1662,A snowboarder is in the air.,A person on a snowboard is on the ground.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,3,1,2,4,1,2,8,7,2
1663,"Two women on the beach, one with a violin and the other is dancing.",Two women swimming in the ocean.,0,0,0,2,0,1,0,0,0,2,3,1,9,9,5,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1664,A group of security persons dressed in black uniforms gather on a downtown street.,Nobody has a uniform,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1665,A man is surfing in a bodysuit in beautiful blue water.,A man in a business suit is heading to a board meeting.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
1666,A bald man with a beard plays the accordion in front of green doors,A man with a beard chops down a tree.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,3,0
1667,A gray train with purple and blue stripes moves down a rusty track through trees.,The train is plain white.,0,1,0,1,2,1,0,1,0,2,0,0,9,5,0,0,1,0,0,0,2,0,3,2,0,0,2,1,5,2
1668,A group of people in their kayaks preparing to race.,The socks are wet and running low,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
1669,Man in scrubs yawns next to a medical device.,A man bursts into laughter.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1670,A man on bicycle riding down a rocky hill.,A man climbs a rocky hill.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
1671,Men in construction uniforms are standing on iron girders.,The men are sitting.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,2,0,0,0,0,0,4,0,1,8,0
1672,A man pulling up a child with a rope,The child is pulling the man up.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1673,Person holding a guitar with religious images and reflective stickers on the front.,The atheist loves his violin.,0,1,0,1,1,2,0,1,2,0,1,2,6,1,4,0,1,0,0,0,0,0,3,0,0,3,1,1,3,5
1674,Two men in business attire standing behind a camera.,Two shirtless men are at the golf course.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1675,A shirtless child plays with an adult indoors.,The child is outside.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5
1676,A person in a blue shirt and jeans leans on a wooden fence while looking out through the trees at a landscape.,"The man is standing in a rainstorm, hardly able to see his hand in front of his face",0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1677,Two young men in bathing suits standing next to fence on the beach.,Two boys are playing baseball.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,0,0,0,0,0,0,0,0,0,4,1,1,8,7
1678,The shadows of trees are projected onto the field by the sun.,The moon light is shining down.,0,1,0,1,0,2,0,0,2,2,0,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8
1679,A female contortionist practices her solo performance on stage.,A female contortionist is asleep in bed.,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,1,0,0,1,0,0,3,0,0,0,0,1,3,0
1680,A man and woman talking to each other in the daytime.,A man and woman talking at night time.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1681,Three people are standing in the snow preparing an ice fishing boat.,A group of people are sun tanning on the beach.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,2,0,0,4,0,1,8,8
1682,A gentleman with two milk jugs.,The gentleman only has one milk jug.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
1683,"An angry brown horse seems to be trying to buck off the male rider in tan jeans and blue shirt and black hat, while a photographer shoots a picture.",The horse is happy.,0,1,0,1,2,1,1,2,0,0,4,0,1,3,0,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
1684,A young woman in a red and white striped shirt holding her child in a similar outfit as she smiles for a picture.,The young is there a plain white shirt,0,1,0,1,2,1,1,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5
1685,a child on a spinning wheel holding on for dear life,A baby is trying to crawl through a stationary wheel.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
1686,A man in a colorful yellow and green garment stretches out his right arm while standing near a plate of glass embedded into the ground.,The man is wearing all black.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1687,A crowd of young people dance and celebrate outside of a brick building while people behind a railing watch.,One guy dances in the rain with a radio on his shoulder.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,1,2,4
1688,Workers walk along railroad tracks entering a tunnel.,Workers are emerging from a railroad tunnel.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,7,0
1689,Visitors pose for a picture at the 2008 Olympics in Beijing.,People sleeping on the beach.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
1690,Several cyclists race a course lines with yellow flags as an observer holds a camera.,Men are competing in curling at the Olympics.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1691,A man holding a video camera standing next to a woman by water.,The man is holding a microphone as he introduces the woman standing by the water.,0,1,0,2,1,2,0,1,2,2,1,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1692,Two men are kicking soccer balls on a beach.,There are two women kicking soccer balls.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1693,A group of old men playing chess in a pool.,The men are playing checkers in the shade at the park.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,0,0,2,0,0,0,0,0,4,0,1,8,0
1694,Male guitar player on stage in a black shirt.,Snidely Whiplash is a philanthropist.,0,1,0,1,1,1,0,1,0,0,1,0,6,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1695,A man stands beside a projector in a dimly lit conference room while some people who are wearing dress shirts are talking.,the man is at home sleeping,0,1,0,1,1,1,1,1,0,0,1,0,1,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,9
1696,A little girl in red is swinging on her stomach on a playground swing.,A girl is laying on the moon.,0,1,0,1,2,1,2,3,0,4,2,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
1697,Two people are racing with wheelchairs in a competition.,Three people ride bikes up a hill.,0,0,0,1,0,2,1,0,2,0,0,2,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1698,"A man wearing a orange work vest is using a device to work on railing for public transit, in the city.",the man painted by the river,0,1,0,1,1,2,1,1,2,0,1,2,1,8,1,0,0,0,0,2,0,0,2,0,0,2,0,7,6,0
1699,Two professional businessmen having a conversation.,Neither man speaks the same language as the other.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1700,A man standing on a bridge under a crane.,A man not standing on a bridge,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,3,2,7,7,2
1701,A dog playing in the grass.,A pooch sniffs the food in his dish.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,3,3,2,9,3
1702,Four Asian toddlers nap on a floor.,Four Mexican toddlers nap on a floor.,0,0,0,2,0,2,2,0,2,4,2,2,0,7,7,0,1,0,2,1,2,2,1,2,2,1,2,5,7,2
1703,This is people doing laundry.,The people are throwing around detergent in the laundromat.,0,0,0,1,0,1,1,0,0,0,0,0,1,6,0,0,1,0,0,0,2,0,3,2,0,3,2,7,3,2
1704,A small child in gray and orange winks their eye while holding silverware.,A small child with both eyes closed.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,0,0,1,0,0,3,1,1,7,5
1705,A woman rides a red bicycle along a river while wearing a helmet.,The woman is riding an exercise bike at the gym.,0,1,0,1,2,1,1,3,0,0,3,1,8,9,5,0,0,0,0,0,0,0,3,0,0,0,0,1,8,0
1706,A small whole is being drilled into a white piece of plastic while being held down securely on a workbench.,A hole is being drilled in a wooden keg.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,3,0,0,1,0,1,1,0
1707,"A football player wearing the number ""8"" looks at his teammate in the distance.",The players are tennis players,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0
1708,A dark-skinned man handing someone his phone.,A man steals a phone from someone.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,2,2,7,1,2
1709,Four young ladies are talking together on the sidewalk in front of a shop.,A baby crawls.,0,0,1,1,2,0,2,0,1,4,2,4,0,9,9,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1710,Several men are sitting around a dinner table having separate conversations.,Several women are eating on a roof.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,2,0,2,2,0,4,2,1,2,2
1711,A rolling pin flattening yellowed dough.,Steaks are cooking on a grill.,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1712,"A group of six women, with children sitting on the floor behind them, are at work in individual work spaces with privacy dividers between them.",A group of people are at home.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
1713,A man with a white beard is wearing an apron and in the kitchen.,The man is at the barber having a shave.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
1714,A woman with a chain around her neck leans before a small girl playing a game of Jenga while others watch on.,The woman is playing a game of Monopoly.,0,1,0,2,2,2,0,3,2,2,3,2,9,9,7,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
1715,A couple cuts a wedding cake.,A bride and groom are throwing cake at each other's faces.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1716,A dog running with something in its mouth,A dog is currently sleeping,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,2,0,1,2,3,1,4,3,2,9,3
1717,"On a beautiful day, people walk past the church.",The men were engaged in a bar fight.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1718,An elderly woman pushing a stroller,The elderly woman is dead.,0,1,0,1,2,1,1,3,0,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
1719,A man wearing a red jacket over a black shirt smokes two cigarettes at once.,The man is throwing away the cigarette.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
1720,Blue scooter with white helmet and two women sitting on bench looking at phone next to small shop.,The women are standing next to a park.,0,0,0,2,0,2,0,0,2,2,3,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
1721,"A man is standing on his head, in midair on a giant flag while many onlookers watch and hoist him up.",The man is sitting on a couch.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
1722,A boy in a white shirt and yellow shorts walks in a crosswalk at night.,A boy walking during the day,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,0,0,1,0,0,3,1,0,7,5
1723,A man in a brown hat walks down a sidewalk.,the man is going for a jog,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,4
1724,"Four men in green at a soccer goal post trying to score, while 3 men in blue try to prevent it.",The soccer players are about to score a touchdown,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,1,0,0,1,0,0,1,0,9,0,0
1725,Four people racing in kayaks go over whitewater in a race.,Four people swim in a calm stream.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
1726,A musician sitting cross legged in front of a microphone.,The musician swimming in the ocean.,0,1,0,1,1,2,1,1,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0
1727,Young girl in striped bathing suit sitting in a watery hole at a beach.,A young girl is ice skating.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
1728,"A person with red-hair and a black shirt is standing outside, talking and gesturing with hands.",A swimmer swims in the pool.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,0,1,0,4,4,7,8,4
1729,Two elderly females sitting on a white bench amongst trees.,A man applies sun tan lotion to his arms.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1730,Someone is scaling a rock formation with trees in the background.,Someone is walking on the beach.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1731,a guy shaving his facial hair in the restroom.,The man is in his living room.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
1732,A group of people sit watching an event behind a Tim hortons sign.,There is a group of people standing outdoors,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
1733,A man is eating an ice cream cone in front of a closed shop window.,A person walking into a shop.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
1734,Older woman places a wok on a fire stove.,An older woman washing dishes.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1735,A race car is smoking on the track.,The race car is parked in a garage.,0,1,0,1,2,1,1,1,0,0,0,0,9,5,0,0,1,0,0,0,0,0,3,0,0,3,0,1,3,0
1736,A camera team wearing jackets stands in front of a white building.,The building is painted gray.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1737,A man is posing for a pic in a museum.,The man is posing for a pic in an aquarium.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
1738,A man is removing a garter for a lady.,The man is sleeping and the woman is reading a book.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1739,A group of people ordering sweets at a fair in the evening.,Children are eating apples at their school.,0,0,0,2,0,1,0,0,0,2,0,0,9,7,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1740,A woman in a light blue shirt with white sleeves cuts a watermelon.,A woman is cutting a potato while wearing a red tank top with no sleeves.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1
1741,A man behind an old fashioned bank teller desk holds a pencil and smiles.,An old man sets a pencil on a counter.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
1742,Many guards are standing in front of the starting line of a race.,The guards are sleeping in a bell tower.,0,0,0,2,0,1,0,0,0,2,0,0,1,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
1743,"A little girl in a red shirt is suspended in midair on a contraption, as a man wearing white shorts looks up at her.",A man and girl are swimming in the ocean,0,1,0,2,0,2,0,1,2,2,2,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
1744,An elderly man is sitting on the steps with a bag.,A man is sleeping on a bench.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
1745,"A dark-haired woman wearing a brown jacket and fatigue bottoms and a balding man wearing a green sweater and blue jeans with a fishing pole, stand at the foot of the surf.",A person without a pole.,0,1,0,1,1,1,1,1,0,0,1,1,1,5,5,0,0,0,0,2,0,0,2,0,0,4,0,7,8,1
